s,a,s',reward,case,amount
"O_SENT,2,0,3,1,0",W_Call_after_offer,"W_Call_after_offer,3,0,3,1,0",-2.73,3341,37000.0
"W_Call_after_offer,3,0,3,1,0",O_SELECTED,"O_SELECTED,3,0,3,1,0",0.0,3341,37000.0
"O_SELECTED,3,0,3,1,0",O_CREATED,"O_CREATED,3,0,3,1,0",0.0,3341,37000.0
"O_CREATED,3,0,3,1,0",O_SENT,"O_SENT,3,0,4,1,0",0.0,3341,37000.0
"O_SENT,3,0,4,1,0",W_Call_after_offer,"W_Call_after_offer,4,0,4,1,0",-15.99,3341,37000.0
"W_Call_after_offer,4,0,4,1,0",O_ACCEPTED,"O_ACCEPTED,4,0,4,1,0",0.0,3341,37000.0
"O_ACCEPTED,4,0,4,1,0",A_APPROVED,"A_APPROVED,4,0,4,1,0",0.0,3341,37000.0
"A_APPROVED,4,0,4,1,0",A_REGISTERED,"A_REGISTERED,4,0,4,1,0",0.0,3341,37000.0
"A_REGISTERED,4,0,4,1,0",A_ACTIVATED,"A_ACTIVATED,4,0,4,1,0",0.0,3341,37000.0
"A_ACTIVATED,4,0,4,1,0",END,END,5550.0,3341,37000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3342,19000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3342,19000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Assess_fraud,"W_Assess_fraud,0,0,0,0,0",-7.81,3342,19000.0
"W_Assess_fraud,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3342,19000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-0.61,3342,19000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,3342,19000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,3342,19000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,3342,19000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,3342,19000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,3342,19000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-1.07,3342,19000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,3342,19000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-14.89,3342,19000.0
"W_Assess_application,1,0,1,1,0",O_ACCEPTED,"O_ACCEPTED,1,0,1,1,0",0.0,3342,19000.0
"O_ACCEPTED,1,0,1,1,0",A_APPROVED,"A_APPROVED,1,0,1,1,0",0.0,3342,19000.0
"A_APPROVED,1,0,1,1,0",A_REGISTERED,"A_REGISTERED,1,0,1,1,0",0.0,3342,19000.0
"A_REGISTERED,1,0,1,1,0",A_ACTIVATED,"A_ACTIVATED,1,0,1,1,0",0.0,3342,19000.0
"A_ACTIVATED,1,0,1,1,0",END,END,2850.0,3342,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3343,26000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3343,26000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-20.0,3343,26000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,3343,26000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,3343,26000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3344,30000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3344,30000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,3344,30000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,3344,30000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3345,19000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3345,19000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3345,19000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-18.38,3345,19000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,3345,19000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,3345,19000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,3345,19000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,3345,19000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,3345,19000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-11.19,3345,19000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,3345,19000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-8.43,3345,19000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-10.54,3345,19000.0
"W_Call_missing_information,1,1,1,1,0",O_CANCELLED,"O_CANCELLED,1,1,1,1,0",0.0,3345,19000.0
"O_CANCELLED,1,1,1,1,0",O_DECLINED,"O_DECLINED,1,1,1,1,0",0.0,3345,19000.0
"O_DECLINED,1,1,1,1,0",A_DECLINED,"A_DECLINED,1,1,1,1,0",0.0,3345,19000.0
"A_DECLINED,1,1,1,1,0",END,END,0.0,3345,19000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3346,8000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3346,8000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3346,8000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-7.26,3346,8000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,3346,8000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,3346,8000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,3346,8000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,3346,8000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,3346,8000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-13.86,3346,8000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,3346,8000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-10.04,3346,8000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-10.68,3346,8000.0
"W_Call_missing_information,1,1,1,1,0",O_CANCELLED,"O_CANCELLED,1,1,1,1,0",0.0,3346,8000.0
"O_CANCELLED,1,1,1,1,0",O_DECLINED,"O_DECLINED,1,1,1,1,0",0.0,3346,8000.0
"O_DECLINED,1,1,1,1,0",A_DECLINED,"A_DECLINED,1,1,1,1,0",0.0,3346,8000.0
"A_DECLINED,1,1,1,1,0",END,END,0.0,3346,8000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3347,40000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3347,40000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3347,40000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-4.21,3347,40000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,3347,40000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,3347,40000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,3347,40000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,3347,40000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,3347,40000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-21.14,3347,40000.0
"W_Call_after_offer,1,0,1,0,0",O_DECLINED,"O_DECLINED,1,0,1,0,0",0.0,3347,40000.0
"O_DECLINED,1,0,1,0,0",A_DECLINED,"A_DECLINED,1,0,1,0,0",0.0,3347,40000.0
"A_DECLINED,1,0,1,0,0",END,END,0.0,3347,40000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3348,33000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3348,33000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,3348,33000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,3348,33000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3349,11000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3349,11000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,3349,11000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,3349,11000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,335,16000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,335,16000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,335,16000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,335,16000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3350,8000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3350,8000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3350,8000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-9.38,3350,8000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,3350,8000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,3350,8000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,3350,8000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,3350,8000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,3350,8000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.4,3350,8000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,3350,8000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-10.71,3350,8000.0
"W_Assess_application,1,0,1,1,0",W_Call_missing_information,"W_Call_missing_information,1,1,1,1,0",-29.96,3350,8000.0
"W_Call_missing_information,1,1,1,1,0",O_SELECTED,"O_SELECTED,1,1,1,1,0",0.0,3350,8000.0
"O_SELECTED,1,1,1,1,0",O_CREATED,"O_CREATED,1,1,1,1,0",0.0,3350,8000.0
"O_CREATED,1,1,1,1,0",O_SENT,"O_SENT,1,1,2,1,0",0.0,3350,8000.0
"O_SENT,1,1,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,1,2,1,0",-3.26,3350,8000.0
"W_Call_after_offer,2,1,2,1,0",O_SENT_BACK,"O_SENT_BACK,2,1,2,2,0",0.0,3350,8000.0
"O_SENT_BACK,2,1,2,2,0",W_Assess_application,"W_Assess_application,2,1,2,2,0",-4.99,3350,8000.0
"W_Assess_application,2,1,2,2,0",O_CANCELLED,"O_CANCELLED,2,1,2,2,0",0.0,3350,8000.0
"O_CANCELLED,2,1,2,2,0",O_SELECTED,"O_SELECTED,2,1,2,2,0",0.0,3350,8000.0
"O_SELECTED,2,1,2,2,0",O_CREATED,"O_CREATED,2,1,2,2,0",0.0,3350,8000.0
"O_CREATED,2,1,2,2,0",O_SENT,"O_SENT,2,1,3,2,0",0.0,3350,8000.0
"O_SENT,2,1,3,2,0",W_Call_after_offer,"W_Call_after_offer,3,1,3,2,0",-3.81,3350,8000.0
"W_Call_after_offer,3,1,3,2,0",O_SENT_BACK,"O_SENT_BACK,3,1,3,3,0",0.0,3350,8000.0
"O_SENT_BACK,3,1,3,3,0",W_Assess_application,"W_Assess_application,3,1,3,3,0",-11.05,3350,8000.0
"W_Assess_application,3,1,3,3,0",O_ACCEPTED,"O_ACCEPTED,3,1,3,3,0",0.0,3350,8000.0
"O_ACCEPTED,3,1,3,3,0",A_APPROVED,"A_APPROVED,3,1,3,3,0",0.0,3350,8000.0
"A_APPROVED,3,1,3,3,0",A_REGISTERED,"A_REGISTERED,3,1,3,3,0",0.0,3350,8000.0
"A_REGISTERED,3,1,3,3,0",A_ACTIVATED,"A_ACTIVATED,3,1,3,3,0",0.0,3350,8000.0
"A_ACTIVATED,3,1,3,3,0",END,END,1200.0,3350,8000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3351,38000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3351,38000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-25.99,3351,38000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_CANCELLED,"A_CANCELLED,0,0,0,0,1",0.0,3351,38000.0
"A_CANCELLED,0,0,0,0,1",END,END,0.0,3351,38000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3352,12000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3352,12000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,3352,12000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,3352,12000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3353,34000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3353,34000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-3.05,3353,34000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_DECLINED,"A_DECLINED,0,0,0,0,1",0.0,3353,34000.0
"A_DECLINED,0,0,0,0,1",END,END,0.0,3353,34000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3354,13000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3354,13000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-7.78,3354,13000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_CANCELLED,"A_CANCELLED,0,0,0,0,1",0.0,3354,13000.0
"A_CANCELLED,0,0,0,0,1",END,END,0.0,3354,13000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3355,20000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3355,20000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",W_Fix_incomplete_submission,"W_Fix_incomplete_submission,0,0,0,0,1",-8.64,3355,20000.0
"W_Fix_incomplete_submission,0,0,0,0,1",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,1",0.0,3355,20000.0
"A_PREACCEPTED,0,0,0,0,1",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,1",-0.03,3355,20000.0
"W_Complete_preaccepted_appl,0,0,0,0,1",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,1",0.0,3355,20000.0
"A_ACCEPTED,0,0,0,0,1",A_FINALIZED,"A_FINALIZED,0,0,0,0,1",0.0,3355,20000.0
"A_FINALIZED,0,0,0,0,1",O_SELECTED,"O_SELECTED,0,0,0,0,1",0.0,3355,20000.0
"O_SELECTED,0,0,0,0,1",O_CREATED,"O_CREATED,0,0,0,0,1",0.0,3355,20000.0
"O_CREATED,0,0,0,0,1",O_SENT,"O_SENT,0,0,1,0,1",0.0,3355,20000.0
"O_SENT,0,0,1,0,1",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,1",-17.0,3355,20000.0
"W_Call_after_offer,1,0,1,0,1",O_SELECTED,"O_SELECTED,1,0,1,0,1",0.0,3355,20000.0
"O_SELECTED,1,0,1,0,1",O_CREATED,"O_CREATED,1,0,1,0,1",0.0,3355,20000.0
"O_CREATED,1,0,1,0,1",O_SENT,"O_SENT,1,0,2,0,1",0.0,3355,20000.0
"O_SENT,1,0,2,0,1",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,1",-6.0,3355,20000.0
"W_Call_after_offer,2,0,2,0,1",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,1",0.0,3355,20000.0
"O_SENT_BACK,2,0,2,1,1",W_Assess_application,"W_Assess_application,2,0,2,1,1",-42.28,3355,20000.0
"W_Assess_application,2,0,2,1,1",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,1",-22.94,3355,20000.0
"W_Call_missing_information,2,1,2,1,1",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,1",0.0,3355,20000.0
"O_ACCEPTED,2,1,2,1,1",A_APPROVED,"A_APPROVED,2,1,2,1,1",0.0,3355,20000.0
"A_APPROVED,2,1,2,1,1",A_REGISTERED,"A_REGISTERED,2,1,2,1,1",0.0,3355,20000.0
"A_REGISTERED,2,1,2,1,1",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,1",0.0,3355,20000.0
"A_ACTIVATED,2,1,2,1,1",END,END,3000.0,3355,20000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3356,3000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3356,3000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3356,3000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.41,3356,3000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_CANCELLED,"A_CANCELLED,0,0,0,0,0",0.0,3356,3000.0
"A_CANCELLED,0,0,0,0,0",END,END,0.0,3356,3000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3357,22000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3357,22000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3357,22000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-20.14,3357,22000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,3357,22000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,3357,22000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,3357,22000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3358,10000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3358,10000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3358,10000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-3.25,3358,10000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",O_DECLINED,"O_DECLINED,0,0,0,0,0",0.0,3358,10000.0
"O_DECLINED,0,0,0,0,0",A_DECLINED,"A_DECLINED,0,0,0,0,0",0.0,3358,10000.0
"A_DECLINED,0,0,0,0,0",END,END,0.0,3358,10000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,3359,8000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,3359,8000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,3359,8000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-20.33,3359,8000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,3359,8000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,3359,8000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,3359,8000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,3359,8000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,3359,8000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-0.4,3359,8000.0
"W_Call_after_offer,1,0,1,0,0",O_SELECTED,"O_SELECTED,1,0,1,0,0",0.0,3359,8000.0
"O_SELECTED,1,0,1,0,0",O_CREATED,"O_CREATED,1,0,1,0,0",0.0,3359,8000.0
"O_CREATED,1,0,1,0,0",O_SENT,"O_SENT,1,0,2,0,0",0.0,3359,8000.0
"O_SENT,1,0,2,0,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,0,0",-4.49,3359,8000.0
"W_Call_after_offer,2,0,2,0,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,1,0",0.0,3359,8000.0
"O_SENT_BACK,2,0,2,1,0",W_Assess_application,"W_Assess_application,2,0,2,1,0",-59.41,3359,8000.0
"W_Assess_application,2,0,2,1,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,1,0",-26.68,3359,8000.0
"W_Call_missing_information,2,1,2,1,0",O_ACCEPTED,"O_ACCEPTED,2,1,2,1,0",0.0,3359,8000.0
"O_ACCEPTED,2,1,2,1,0",A_APPROVED,"A_APPROVED,2,1,2,1,0",0.0,3359,8000.0
"A_APPROVED,2,1,2,1,0",A_REGISTERED,"A_REGISTERED,2,1,2,1,0",0.0,3359,8000.0
"A_REGISTERED,2,1,2,1,0",A_ACTIVATED,"A_ACTIVATED,2,1,2,1,0",0.0,3359,8000.0
"A_ACTIVATED,2,1,2,1,0",END,END,1200.0,3359,8000.0
START,A_SUBMITTED,"A_SUBMITTED,0,0,0,0,0",0.0,336,20000.0
"A_SUBMITTED,0,0,0,0,0",A_PARTLYSUBMITTED,"A_PARTLYSUBMITTED,0,0,0,0,0",0.0,336,20000.0
"A_PARTLYSUBMITTED,0,0,0,0,0",A_PREACCEPTED,"A_PREACCEPTED,0,0,0,0,0",0.0,336,20000.0
"A_PREACCEPTED,0,0,0,0,0",W_Complete_preaccepted_appl,"W_Complete_preaccepted_appl,0,0,0,0,0",-5.08,336,20000.0
"W_Complete_preaccepted_appl,0,0,0,0,0",A_ACCEPTED,"A_ACCEPTED,0,0,0,0,0",0.0,336,20000.0
"A_ACCEPTED,0,0,0,0,0",A_FINALIZED,"A_FINALIZED,0,0,0,0,0",0.0,336,20000.0
"A_FINALIZED,0,0,0,0,0",O_SELECTED,"O_SELECTED,0,0,0,0,0",0.0,336,20000.0
"O_SELECTED,0,0,0,0,0",O_CREATED,"O_CREATED,0,0,0,0,0",0.0,336,20000.0
"O_CREATED,0,0,0,0,0",O_SENT,"O_SENT,0,0,1,0,0",0.0,336,20000.0
"O_SENT,0,0,1,0,0",W_Call_after_offer,"W_Call_after_offer,1,0,1,0,0",-3.87,336,20000.0
"W_Call_after_offer,1,0,1,0,0",O_SENT_BACK,"O_SENT_BACK,1,0,1,1,0",0.0,336,20000.0
"O_SENT_BACK,1,0,1,1,0",W_Assess_application,"W_Assess_application,1,0,1,1,0",-22.28,336,20000.0
"W_Assess_application,1,0,1,1,0",O_SELECTED,"O_SELECTED,1,0,1,1,0",0.0,336,20000.0
"O_SELECTED,1,0,1,1,0",O_CREATED,"O_CREATED,1,0,1,1,0",0.0,336,20000.0
"O_CREATED,1,0,1,1,0",O_SENT,"O_SENT,1,0,2,1,0",0.0,336,20000.0
"O_SENT,1,0,2,1,0",W_Call_after_offer,"W_Call_after_offer,2,0,2,1,0",-21.57,336,20000.0
"W_Call_after_offer,2,0,2,1,0",O_SENT_BACK,"O_SENT_BACK,2,0,2,2,0",0.0,336,20000.0
"O_SENT_BACK,2,0,2,2,0",W_Assess_application,"W_Assess_application,2,0,2,2,0",-12.12,336,20000.0
"W_Assess_application,2,0,2,2,0",W_Call_missing_information,"W_Call_missing_information,2,1,2,2,0",-0.63,336,20000.0
"W_Call_missing_information,2,1,2,2,0",O_SELECTED,"O_SELECTED,2,1,2,2,0",0.0,336,20000.0
"O_SELECTED,2,1,2,2,0",O_CREATED,"O_CREATED,2,1,2,2,0",0.0,336,20000.0
"O_CREATED,2,1,2,2,0",O_SENT,"O_SENT,2,1,3,2,0",0.0,336,20000.0
"O_SENT,2,1,3,2,0",W_Call_after_offer,"W_Call_after_offer,3,1,3,2,0",-1.8,336,20000.0
